Code	Title	TitleEN	Disease_CMAUP	Disease_Category_CMAUP
FA00	髋关节骨关节炎	Osteoarthritis of hip	Musculoskeletal disorder	15.Diseases of the musculoskeletal system or connective tissue
FC0Z	未特指的肌肉骨骼系统或结缔组织疾病	Diseases of the musculoskeletal system or connective tissue, unspecified	Musculoskeletal disorder	15.Diseases of the musculoskeletal system or connective tissue
5A41	非糖尿病性低血糖	Hypoglycaemia without associated diabetes	Hypo-glycaemia	05.Endocrine, nutritional or metabolic diseases
LD2B	早衰综合征	Syndromes with premature ageing appearance as a major feature	Premature ageing appearance	20.Developmental anomalies
BA86	冠状动脉微血管病	Coronary microvascular disease	Coronary microvascular disease	11.Diseases of the circulatory system
CA05	急性喉炎或气管炎	Acute laryngitis or tracheitis	Acute laryngitis/tracheitis	12.Diseases of the respiratory system
1B1Z	未特指的结核病	Tuberculosis, unspecified	Tuberculosis, unspecified	01.Certain infectious or parasitic diseases
MG52.00	耐多药结核分枝杆菌	Multi-drug resistant Mycobacterium tuberculosis	Multi-drug resistant Mycobacterium tuberculosis	21.Symptoms, signs or clinical findings, not elsewhere classified
1B10	呼吸系统结核	Tuberculosis of the respiratory system	Tuberculosis	01.Certain infectious or parasitic diseases
1B12	其他系统和器官的结核	Tuberculosis of other systems and organs	Tuberculosis	01.Certain infectious or parasitic diseases
DA61	消化性溃疡，部位未特指	Peptic ulcer, site unspecified	ulcer disease	13.Diseases of the digestive system
DA63.Y	其他特指的十二指肠溃疡	Other specified duodenal ulcer	ulcer disease	13.Diseases of the digestive system
1F20	曲霉病	Aspergillosis	Aspergillosis	01.Certain infectious or parasitic diseases
1F2A	组织胞浆菌病	Histoplasmosis	Histoplasmosis	01.Certain infectious or parasitic diseases
1F22	芽生菌病	Blastomycosis	Blastomycosis	01.Certain infectious or parasitic diseases
1F2C	毛霉病	Mucormycosis	Mucormycosis	01.Certain infectious or parasitic diseases
9A60.Y	其他特指的结膜炎	Other specified conjunctivitis	Other specified conjunctivitis	09.Diseases of the visual system
BB40	急性或亚急性感染性心内膜炎	Acute or subacute infectious endocarditis	Endocarditis	11.Diseases of the circulatory system
BA42	随后性心肌梗死	Subsequent myocardial infarction	Endocarditis	11.Diseases of the circulatory system
CA40.0	细菌性肺炎	Bacterial pneumonia	Bacterial pneumonia	12.Diseases of the respiratory system
1B70	细菌性蜂窝织炎、丹毒或淋巴管炎	Bacterial cellulitis, erysipelas or lymphangitis	Bacterial cellulitis, erysipelas or lymphangitis	01.Certain infectious or parasitic diseases
1B75.3	皮肤脓肿	Pyogenic abscess of the skin	Pyogenic abscess of the skin	01.Certain infectious or parasitic diseases
1B74	浅表性细菌性毛囊炎	Superficial bacterial folliculitis	Gram-positive bacterial infection	01.Certain infectious or parasitic diseases
1F40	恶性疟	Malaria due to Plasmodium falciparum	Gram-positive bacterial infection	01.Certain infectious or parasitic diseases
CA40.06	葡萄球菌引起的肺炎	Pneumonia due to Staphylococcus	Pneumonia due to Staphylococcus	12.Diseases of the respiratory system
1F23.14	慢性黏膜皮肤念珠菌病	Chronic mucocutaneous candidosis	Chronic mucocutaneous candidosis	01.Certain infectious or parasitic diseases
1F23	念珠菌病	Candidosis	Candidosis	01.Certain infectious or parasitic diseases
DC50	腹膜炎	Peritonitis	Peritonitis	13.Diseases of the digestive system
CA82.4	曲霉菌所致变应性或过敏性情况	Aspergillus-induced allergic or hypersensitivity conditions	Aspergillus-induced allergic or hypersensitivity conditions	12.Diseases of the respiratory system
5C50.E1	脑性有机酸尿症	Cerebral organic aciduria	Cerebral organic aciduria	05.Endocrine, nutritional or metabolic diseases
LC30	毛发或毛发生长发育缺陷	Developmental defects of hair or hair growth	Hair/hair growth developmental defect	20.Developmental anomalies
5A50	甲状旁腺功能减退症	Hypoparathyroidism	Hypo-parathyroidism	05.Endocrine, nutritional or metabolic diseases
XH8E66	纤维瘤，NOS	Fibroma, NOS	Fibroma, NOS	X.Extension Codes
LD50.3	Klinefelter综合征	Klinefelter syndrome	Klinefelter syndrome	20.Developmental anomalies
LD24.10	骨硬化病	Osteopetrosis	Osteopetrosis	20.Developmental anomalies
BD74.3Z	未特指的下肢静脉性溃疡	Venous leg ulcer, unspecified	Venous leg ulcer, unspecified	11.Diseases of the circulatory system
MD30.1	其他胸痛	Other chest pain	Other chest pain	21.Symptoms, signs or clinical findings, not elsewhere classified
8B11.5Z	未特指的缺血性脑卒中	Cerebral ischaemic stroke, unspecified	Cerebral ischaemic stroke, unspecified	08.Diseases of the nervous system
8B25.0	缺血性脑卒中的晚期效应	Late effects of cerebral ischemic stroke	Late effects of cerebral ischemic stroke	08.Diseases of the nervous system
DA01.00	口腔黏膜白斑病	Oral leukoplakia	Leukoplakia	13.Diseases of the digestive system
4A44.5	皮肤黏膜淋巴结综合征	Mucocutaneous lymph node syndrome	Mucocutaneous lymph node syndrome	04.Diseases of the immune system
9B74.0	视网膜动脉阻塞	Retinal artery occlusions	Retinal artery occlusions	09.Diseases of the visual system
8B22.5	未破裂性脑动脉瘤	Cerebral aneurysm, nonruptured	Cerebral aneurysm, nonruptured	08.Diseases of the nervous system
FB81	骨坏死	Osteonecrosis	Osteonecrosis	15.Diseases of the musculoskeletal system or connective tissue
BC20	慢性风湿性心脏病，不可归类在他处者	Chronic rheumatic heart diseases, not elsewhere classified	Chronic rheumatic heart diseases, not elsewhere classified	11.Diseases of the circulatory system
JA86.4	为胎儿生长受限给予的孕产妇医疗	Maternal care for fetal growth restriction	Maternal care for fetal growth restriction	18.Pregnancy, childbirth or the puerperium
BA04	继发性高血压	Secondary hypertension	Secondary hypertension	11.Diseases of the circulatory system
6C40.4	酒精戒断	Alcohol withdrawal	Alcohol withdrawal	06.Mental, behavioural or neurodevelopmental disorders
DB94.3	酒精性肝硬变不伴肝炎	Alcoholic cirrhosis of liver without hepatitis	Alcoholic cirrhosis of liver without hepatitis	13.Diseases of the digestive system
LD2B	早衰综合征	Syndromes with premature ageing appearance as a major feature	Syndromes with premature ageing appearance as a major feature	20.Developmental anomalies
FB1Y	其他特指的与脊柱相关的情况	Other specified conditions associated with the spine	Other specified conditions associated with the spine	15.Diseases of the musculoskeletal system or connective tissue
GC40	盆腔器官脱垂	Pelvic organ prolapse	Pelvic organ prolapse	16.Diseases of the genitourinary system
9A96.Z	未特指的前葡萄膜炎	Anterior uveitis, unspecified	Anterior uveitis, unspecified	09.Diseases of the visual system
9C20.2	化脓性眼内炎	Purulent endophthalmitis	Purulent endophthalmitis	09.Diseases of the visual system
9B78.7	视网膜水肿	Retinal oedema	Retinal oedema	09.Diseases of the visual system
5D01	肿瘤溶解综合征	Tumour lysis syndrome	Tumour lysis syndrome	05.Endocrine, nutritional or metabolic diseases
BB00	肺血栓栓塞症	Pulmonary thromboembolism	Pulmonary thromboembolism	11.Diseases of the circulatory system
4A45	抗磷脂综合征	Antiphospholipid syndrome	Antiphospholipid syndrome	04.Diseases of the immune system
5C50.A	尿素循环代谢紊乱	Disorders of urea cycle metabolism	Disorders of urea cycle metabolism	05.Endocrine, nutritional or metabolic diseases
5C50.AY	其他特指的尿素循环代谢紊乱	Other specified disorders of urea cycle metabolism	Other specified disorders of urea cycle metabolism	05.Endocrine, nutritional or metabolic diseases
5C50.A3	瓜氨酸血症	Citrullinaemia	Citrullinaemia	05.Endocrine, nutritional or metabolic diseases
4A62	白塞病	Behçet disease	Behcet disease	04.Diseases of the immune system
GC03	尿道狭窄	Urethral stricture	Urethral stricture	16.Diseases of the genitourinary system
2B81	阑尾恶性肿瘤	Malignant neoplasms of appendix	Malignant neoplasms of appendix	02.Neoplasms
9A77	角膜瘢痕或混浊	Corneal scars or opacities	Corneal scars or opacities	09.Diseases of the visual system
DA20.0	食管梗阻	Oesophageal obstruction	Oesophageal obstruction	13.Diseases of the digestive system
5A92	外周性性早熟	Peripheral precocious puberty	Peripheral precocious puberty	05.Endocrine, nutritional or metabolic diseases
LD44.NY	其他特指的22号染色体缺失	Other specified deletions of chromosome 22	Other specified deletions of chromosome 22	20.Developmental anomalies
4A44.A1	肉芽肿性多血管炎	Granulomatosis with polyangiitis	Granulomatosis with polyangiitis	04.Diseases of the immune system
MG29	水肿	Oedema	Oedema	21.Symptoms, signs or clinical findings, not elsewhere classified
8B88.0	贝尔麻痹	Bell palsy	Bell palsy	08.Diseases of the nervous system
4A43.0	IgG4相关疾病	IgG4 related disease	IgG4 related disease	04.Diseases of the immune system
FB40	腱鞘炎	Tenosynovitis	Tenosynovitis	15.Diseases of the musculoskeletal system or connective tissue
4A41.01	幼年型皮肌炎	Juvenile dermatomyositis	Juvenile dermatomyositis	04.Diseases of the immune system
6A01	发育性言语或语言障碍	Developmental speech or language disorders	Developmental speech or language disorders	06.Mental, behavioural or neurodevelopmental disorders
1F2G	肺孢子虫病	Pneumocystosis	Pneumocystosis	01.Certain infectious or parasitic diseases
3A70	再生障碍性贫血	Aplastic anaemia	Aplastic anaemia	03.Diseases of the blood or blood-forming organs
4A01.22	淋巴细胞增生为主要表现的免疫失调综合征	Immune dysregulation syndromes presenting primarily with lymphoproliferation	Immune dysregulation syndromes presenting primarily with lymphoproliferation	04.Diseases of the immune system
4A44.A0	显微镜下多血管炎	Microscopic polyangiitis	Microscopic polyangiitis	04.Diseases of the immune system
6A01.2	发育性语言障碍	Developmental language disorder	Developmental language disorder	06.Mental, behavioural or neurodevelopmental disorders
5C56.00	神经节苷脂贮积症	Gangliosidosis	Gangliosidosis	05.Endocrine, nutritional or metabolic diseases
9C40.40	前部缺血性视神经病变	Anterior ischemic optic neuropathy	Anterior ischemic optic neuropathy	09.Diseases of the visual system
CA0J.Y	其他特指的鼻息肉	Other specified nasal polyp	Other specified nasal polyp	12.Diseases of the respiratory system
9C82.3	限制性眼病	Restrictive ophthalmopathy	Restrictive ophthalmopathy	09.Diseases of the visual system
FB40.1	足底筋膜炎	Plantar fasciitis	Plantar fasciitis	15.Diseases of the musculoskeletal system or connective tissue
3B62.Y	其他特指的血小板质量缺陷	Other specified qualitative platelet defects	Other specified qualitative platelet defects	03.Diseases of the blood or blood-forming organs
1A7Z	未特指的淋球菌感染	Gonococcal infection, unspecified	Gonococcal infection, unspecified	01.Certain infectious or parasitic diseases
EE12.Y	其他特指的甲或甲周感染	Other specified infections of the nail or perionychium	Other specified infections of the nail or perionychium	14.Diseases of the skin
1B97	炭疽	Anthrax	Anthrax	01.Certain infectious or parasitic diseases
DB90.0	肝脓肿	Abscess of liver	Abscess of liver	13.Diseases of the digestive system
1C4Y	其他特指的细菌性疾病	Other specified bacterial diseases	Other specified bacterial diseases	01.Certain infectious or parasitic diseases
9C21	眼内炎	Endophthalmitis	Endophthalmitis	09.Diseases of the visual system
MB21.1	健忘症	Amnesia	Amnesia	21.Symptoms, signs or clinical findings, not elsewhere classified
1B10	呼吸系统结核	Tuberculosis of the respiratory system	Mycobacterium infection	01.Certain infectious or parasitic diseases
1B21	非结核分枝杆菌所致感染	Infections due to non-tuberculous mycobacteria	Mycobacterium infection	01.Certain infectious or parasitic diseases
9D00.4	屈光参差	Anisometropia	Anisometropia	09.Diseases of the visual system
9C8Z	未特指的斜视或眼球运动	Strabismus or ocular motility disorders, unspecified	Strabismus or ocular motility disorders, unspecified	09.Diseases of the visual system
MC81.1	未特指的心动过缓	Bradycardia, unspecified	Bradycardia, unspecified	21.Symptoms, signs or clinical findings, not elsewhere classified
XH8TD6	幼淋巴细胞白血病，NOS	Prolymphocytic leukaemia, NOS	Prolymphocytic leukaemia, NOS	X.Extension Codes
GA0Z	未特指的女性生殖道炎性疾患	Inflammatory disorders of the female genital tract, unspecified	Genitourinary disease	16.Diseases of the genitourinary system
GC8Z	未特指的泌尿生殖系统疾病	Diseases of the genitourinary system, unspecified	Genitourinary disease	16.Diseases of the genitourinary system
GA05	女性盆腔炎性疾病	Female pelvic inflammatory diseases	Female pelvic inflammatory diseases	16.Diseases of the genitourinary system
9C61.01	高眼压症	Ocular hypertension	Ocular hypertension	09.Diseases of the visual system
5A51	甲状旁腺功能亢进症	Hyperparathyroidism	Hyperparathyroidism	05.Endocrine, nutritional or metabolic diseases
5C50	先天性氨基酸或其他有机酸代谢缺陷	Inborn errors of amino acid or other organic acid metabolism	Metabolism inborn error	05.Endocrine, nutritional or metabolic diseases
MD11.9	鼻塞	Nasal congestion	Nasal congestion	21.Symptoms, signs or clinical findings, not elsewhere classified
1F23.0	唇或口腔黏膜念珠菌病	Candidosis of lips or oral mucous membranes	Candidosis of lips or oral mucous membranes	01.Certain infectious or parasitic diseases
